Datetime,Open,High,Low,Close,Volume
2021-08-30 09:45:00+05:30,35820.75,35855.8,35820.75,35825.5,0
2021-08-30 09:50:00+05:30,35826.15,35854.1,35825.45,35847.55,0
2021-08-30 09:55:00+05:30,35844.55,35914.95,35842.6,35911.9,0
2021-08-30 10:00:00+05:30,35916.5,35942.9,35910.15,35941.9,0
2021-08-30 10:05:00+05:30,35943.15,35962.85,35932.4,35955.9,0
2021-08-30 10:10:00+05:30,35960.05,35962.85,35920.2,35933.05,0
2021-08-30 10:15:00+05:30,35934.6,35939.35,35921.95,35923.25,0
2021-08-30 10:20:00+05:30,35924.65,35993.8,35909.8,35993.8,0
2021-08-30 10:25:00+05:30,35993.35,35998.3,35972.1,35980.25,0
2021-08-30 10:30:00+05:30,35977.8,36054.35,35977.8,36049.3,0
2021-08-30 10:35:00+05:30,36045.35,36099.75,36040.85,36092.55,0
2021-08-30 10:40:00+05:30,36097.75,36129.05,36094.3,36118.15,0
2021-08-30 10:45:00+05:30,36122.15,36129.15,36050.25,36050.65,0
2021-08-30 10:50:00+05:30,36053.55,36086.3,36040.9,36063.4,0
2021-08-30 10:55:00+05:30,36061.7,36072.0,36012.75,36020.45,0
2021-08-30 11:00:00+05:30,36021.8,36035.6,36002.8,36014.7,0
2021-08-30 11:05:00+05:30,36017.0,36041.05,36012.2,36027.1,0
2021-08-30 11:10:00+05:30,36024.0,36050.65,35998.65,36028.9,0
2021-08-30 11:15:00+05:30,36027.95,36036.9,36005.7,36008.95,0
2021-08-30 11:20:00+05:30,36004.9,36028.0,35973.15,35991.5,0
2021-08-30 11:25:00+05:30,35990.25,35996.5,35977.65,35986.7,0
2021-08-30 11:30:00+05:30,35985.7,36014.85,35981.15,35996.35,0
2021-08-30 11:35:00+05:30,35996.05,36010.3,35982.6,35997.6,0
2021-08-30 11:40:00+05:30,35992.9,36009.7,35979.9,36001.8,0
2021-08-30 11:45:00+05:30,36000.8,36012.05,35986.55,35993.15,0
2021-08-30 11:50:00+05:30,35991.75,36008.6,35984.0,35999.8,0
2021-08-30 11:55:00+05:30,36001.0,36004.85,35984.7,35999.8,0
2021-08-30 12:00:00+05:30,35996.15,36035.95,35996.15,36034.4,0
2021-08-30 12:05:00+05:30,36031.35,36057.05,36030.5,36053.25,0
2021-08-30 12:10:00+05:30,36052.8,36054.9,36037.8,36047.55,0
2021-08-30 12:15:00+05:30,36046.2,36057.75,36042.75,36051.2,0
2021-08-30 12:20:00+05:30,36048.1,36061.1,36021.45,36049.8,0
2021-08-30 12:25:00+05:30,36043.6,36049.55,36018.25,36018.5,0
2021-08-30 12:30:00+05:30,36019.4,36040.7,36013.3,36029.85,0
2021-08-30 12:35:00+05:30,36027.25,36048.65,36024.55,36046.3,0
2021-08-30 12:40:00+05:30,36044.65,36073.85,36044.65,36072.7,0
2021-08-30 12:45:00+05:30,36069.4,36088.25,36054.65,36066.5,0
2021-08-30 12:50:00+05:30,36063.15,36074.9,36056.65,36074.25,0
2021-08-30 12:55:00+05:30,36073.5,36076.45,36050.0,36067.95,0
2021-08-30 13:00:00+05:30,36065.6,36084.95,36062.5,36082.3,0
2021-08-30 13:05:00+05:30,36081.6,36106.4,36073.3,36103.4,0
2021-08-30 13:10:00+05:30,36100.75,36122.35,36096.35,36122.35,0
2021-08-30 13:15:00+05:30,36119.65,36124.65,36094.45,36110.6,0
2021-08-30 13:20:00+05:30,36107.45,36134.4,36100.4,36133.2,0
2021-08-30 13:25:00+05:30,36131.75,36169.95,36131.65,36164.95,0
2021-08-30 13:30:00+05:30,36167.25,36182.55,36151.8,36169.8,0
2021-08-30 13:35:00+05:30,36166.35,36183.2,36147.15,36179.3,0
2021-08-30 13:40:00+05:30,36175.8,36177.7,36129.25,36145.55,0
2021-08-30 13:45:00+05:30,36142.8,36170.05,36129.8,36163.65,0
2021-08-30 13:50:00+05:30,36161.5,36182.75,36150.8,36177.85,0
2021-08-30 13:55:00+05:30,36175.05,36202.55,36175.05,36183.85,0
2021-08-30 14:00:00+05:30,36181.6,36203.35,36172.5,36202.65,0
2021-08-30 14:05:00+05:30,36197.3,36277.0,36197.3,36276.45,0
2021-08-30 14:10:00+05:30,36277.6,36316.7,36269.7,36316.7,0
2021-08-30 14:15:00+05:30,36312.65,36346.95,36302.65,36334.8,0
2021-08-30 14:20:00+05:30,36327.3,36350.55,36312.95,36347.65,0
2021-08-30 14:25:00+05:30,36348.1,36354.0,36310.75,36335.9,0
2021-08-30 14:30:00+05:30,36335.25,36341.65,36312.05,36334.25,0
2021-08-30 14:35:00+05:30,36331.4,36372.8,36303.95,36372.8,0
2021-08-30 14:40:00+05:30,36369.2,36396.45,36363.1,36394.15,0
2021-08-30 14:45:00+05:30,36393.0,36397.3,36341.75,36359.2,0
2021-08-30 14:50:00+05:30,36358.5,36367.1,36329.0,36349.25,0
2021-08-30 14:55:00+05:30,36344.9,36367.55,36332.2,36357.05,0
2021-08-30 15:00:00+05:30,36359.6,36367.8,36280.45,36299.3,0
2021-08-30 15:05:00+05:30,36299.3,36338.8,36282.65,36324.3,0
2021-08-30 15:10:00+05:30,36321.85,36354.15,36307.05,36344.45,0
2021-08-30 15:15:00+05:30,36342.25,36382.2,36338.95,36377.7,0
2021-08-30 15:20:00+05:30,36376.95,36386.95,36352.3,36361.0,0
2021-08-30 15:25:00+05:30,36355.85,36373.65,36333.4,36357.3,0
2021-08-31 09:15:00+05:30,36367.4,36408.5,36304.8,36318.75,0
2021-08-31 09:20:00+05:30,36326.1,36484.9,36272.5,36484.75,0
2021-08-31 09:25:00+05:30,36484.15,36502.4,36431.25,36453.8,0
2021-08-31 09:30:00+05:30,36452.1,36455.05,36256.35,36306.55,0
2021-08-31 09:35:00+05:30,36306.1,36353.05,36267.15,36271.8,0
2021-08-31 09:40:00+05:30,36272.3,36339.85,36265.6,36276.35,0
2021-08-31 09:45:00+05:30,36276.3,36307.25,36266.1,36291.0,0
2021-08-31 09:50:00+05:30,36285.95,36374.45,36285.95,36351.8,0
2021-08-31 09:55:00+05:30,36350.0,36366.6,36321.3,36328.3,0
2021-08-31 10:00:00+05:30,36326.6,36330.15,36290.65,36290.65,0
2021-08-31 10:05:00+05:30,36290.4,36349.7,36273.1,36349.7,0
2021-08-31 10:10:00+05:30,36350.4,36351.6,36326.0,36328.25,0
2021-08-31 10:15:00+05:30,36328.75,36351.2,36312.65,36318.55,0
2021-08-31 10:20:00+05:30,36321.1,36333.25,36311.4,36321.45,0
2021-08-31 10:25:00+05:30,36321.9,36328.4,36306.65,36318.75,0
2021-08-31 10:30:00+05:30,36317.2,36456.1,36317.2,36434.0,0
2021-08-31 10:35:00+05:30,36430.25,36460.4,36410.0,36453.8,0
2021-08-31 10:40:00+05:30,36449.35,36471.6,36436.85,36454.25,0
2021-08-31 10:45:00+05:30,36453.85,36487.4,36428.95,36464.5,0
2021-08-31 10:50:00+05:30,36462.9,36490.2,36450.2,36450.95,0
2021-08-31 10:55:00+05:30,36451.55,36455.35,36401.05,36412.7,0
2021-08-31 11:00:00+05:30,36414.7,36439.75,36378.65,36428.7,0
2021-08-31 11:05:00+05:30,36427.7,36457.8,36414.35,36427.0,0
2021-08-31 11:10:00+05:30,36427.55,36431.25,36388.05,36391.55,0
2021-08-31 11:15:00+05:30,36393.3,36409.65,36373.45,36396.85,0
2021-08-31 11:20:00+05:30,36396.15,36404.35,36373.3,36378.0,0
2021-08-31 11:25:00+05:30,36377.75,36401.5,36358.55,36394.2,0
2021-08-31 11:30:00+05:30,36394.85,36430.3,36376.35,36430.2,0
2021-08-31 11:35:00+05:30,36428.15,36439.7,36410.75,36435.05,0
2021-08-31 11:40:00+05:30,36432.35,36443.65,36422.75,36435.65,0
2021-08-31 11:45:00+05:30,36434.95,36460.9,36433.65,36459.45,0
2021-08-31 11:50:00+05:30,36452.1,36460.8,36435.9,36456.45,0
2021-08-31 11:55:00+05:30,36456.9,36487.6,36455.35,36481.3,0
2021-08-31 12:00:00+05:30,36479.5,36488.1,36408.9,36415.6,0
2021-08-31 12:05:00+05:30,36416.6,36443.9,36414.55,36437.1,0
2021-08-31 12:10:00+05:30,36438.7,36468.8,36437.55,36454.2,0
2021-08-31 12:15:00+05:30,36452.75,36454.2,36410.85,36428.05,0
2021-08-31 12:20:00+05:30,36425.4,36440.9,36404.85,36428.15,0
2021-08-31 12:25:00+05:30,36423.65,36453.7,36423.4,36450.55,0
2021-08-31 12:30:00+05:30,36448.3,36465.45,36433.7,36462.15,0
2021-08-31 12:35:00+05:30,36462.7,36491.75,36443.85,36488.35,0
2021-08-31 12:40:00+05:30,36489.6,36491.6,36450.7,36462.65,0
2021-08-31 12:45:00+05:30,36463.75,36485.75,36459.35,36485.75,0
2021-08-31 12:50:00+05:30,36486.25,36497.2,36444.55,36454.15,0
2021-08-31 12:55:00+05:30,36453.4,36474.5,36451.85,36471.5,0
2021-08-31 13:00:00+05:30,36468.85,36489.2,36465.55,36480.95,0
2021-08-31 13:05:00+05:30,36482.2,36549.95,36474.0,36514.95,0
2021-08-31 13:10:00+05:30,36511.35,36527.45,36503.2,36516.3,0
2021-08-31 13:15:00+05:30,36515.9,36526.1,36284.05,36304.25,0
2021-08-31 13:20:00+05:30,36307.1,36377.8,36276.45,36324.35,0
2021-08-31 13:25:00+05:30,36323.3,36362.75,36323.3,36362.75,0
2021-08-31 13:30:00+05:30,36356.6,36388.15,36328.85,36386.05,0
2021-08-31 13:35:00+05:30,36387.4,36391.15,36353.0,36374.1,0
2021-08-31 13:40:00+05:30,36372.6,36376.35,36332.55,36368.0,0
2021-08-31 13:45:00+05:30,36370.95,36380.75,36350.3,36379.7,0
2021-08-31 13:50:00+05:30,36379.4,36432.05,36364.55,36428.25,0
2021-08-31 13:55:00+05:30,36427.45,36444.85,36397.25,36413.4,0
2021-08-31 14:00:00+05:30,36411.95,36417.4,36318.45,36327.65,0
2021-08-31 14:05:00+05:30,36327.35,36347.5,36281.2,36281.55,0
2021-08-31 14:10:00+05:30,36279.05,36279.05,36217.55,36272.15,0
2021-08-31 14:15:00+05:30,36266.95,36329.95,36266.95,36311.0,0
2021-08-31 14:20:00+05:30,36307.15,36357.55,36307.15,36333.6,0
2021-08-31 14:25:00+05:30,36332.95,36375.35,36331.4,36369.55,0
2021-08-31 14:30:00+05:30,36368.55,36397.8,36368.1,36380.75,0
2021-08-31 14:35:00+05:30,36380.5,36441.9,36380.5,36398.55,0
2021-08-31 14:40:00+05:30,36398.85,36414.9,36362.65,36401.0,0
2021-08-31 14:45:00+05:30,36400.4,36417.2,36377.45,36417.2,0
2021-08-31 14:50:00+05:30,36411.55,36416.3,36366.2,36400.1,0
2021-08-31 14:55:00+05:30,36399.3,36408.85,36377.4,36388.6,0
2021-08-31 15:00:00+05:30,36390.95,36431.3,36386.3,36418.25,0
2021-08-31 15:05:00+05:30,36409.9,36457.55,36398.6,36456.2,0
2021-08-31 15:10:00+05:30,36456.5,36460.3,36425.75,36434.1,0
2021-08-31 15:15:00+05:30,36433.55,36454.15,36418.2,36418.2,0
2021-08-31 15:20:00+05:30,36419.45,36449.85,36414.45,36421.35,0
2021-08-31 15:25:00+05:30,36421.75,36430.2,36373.45,36389.15,0
