Datetime,Open,High,Low,Close,Volume
2025-05-29 09:45:00+05:30,24808.9,24810.25,24786.85,24795.6,0
2025-05-29 09:50:00+05:30,24795.0,24801.45,24780.8,24793.55,0
2025-05-29 09:55:00+05:30,24792.8,24806.2,24791.45,24804.05,0
2025-05-29 10:00:00+05:30,24804.35,24829.7,24795.05,24819.6,0
2025-05-29 10:05:00+05:30,24819.05,24848.05,24817.15,24825.55,0
2025-05-29 10:10:00+05:30,24825.85,24826.55,24793.55,24801.75,0
2025-05-29 10:15:00+05:30,24802.45,24806.15,24781.45,24790.9,0
2025-05-29 10:20:00+05:30,24789.65,24798.9,24789.5,24793.8,0
2025-05-29 10:25:00+05:30,24793.45,24796.35,24769.1,24769.1,0
2025-05-29 10:30:00+05:30,24770.6,24770.6,24748.75,24757.95,0
2025-05-29 10:35:00+05:30,24757.8,24767.1,24747.85,24750.25,0
2025-05-29 10:40:00+05:30,24750.2,24759.5,24741.1,24743.2,0
2025-05-29 10:45:00+05:30,24742.95,24759.05,24741.9,24754.35,0
2025-05-29 10:50:00+05:30,24753.95,24768.05,24749.9,24755.8,0
2025-05-29 10:55:00+05:30,24756.65,24765.85,24743.95,24743.95,0
2025-05-29 11:00:00+05:30,24745.8,24756.5,24714.15,24716.7,0
2025-05-29 11:05:00+05:30,24715.75,24737.1,24715.3,24731.25,0
2025-05-29 11:10:00+05:30,24731.4,24739.45,24720.5,24723.55,0
2025-05-29 11:15:00+05:30,24722.2,24726.25,24708.65,24714.7,0
2025-05-29 11:20:00+05:30,24714.8,24725.05,24709.7,24724.2,0
2025-05-29 11:25:00+05:30,24723.8,24735.75,24719.55,24728.95,0
2025-05-29 11:30:00+05:30,24729.05,24737.15,24721.2,24735.45,0
2025-05-29 11:35:00+05:30,24733.35,24748.3,24728.7,24741.85,0
2025-05-29 11:40:00+05:30,24741.55,24744.55,24730.65,24732.6,0
2025-05-29 11:45:00+05:30,24732.2,24736.45,24728.4,24735.25,0
2025-05-29 11:50:00+05:30,24734.05,24744.55,24733.35,24740.55,0
2025-05-29 11:55:00+05:30,24740.2,24744.3,24729.0,24739.5,0
2025-05-29 12:00:00+05:30,24738.4,24747.8,24732.35,24744.4,0
2025-05-29 12:05:00+05:30,24744.05,24746.8,24734.7,24738.85,0
2025-05-29 12:10:00+05:30,24739.6,24739.6,24730.55,24732.05,0
2025-05-29 12:15:00+05:30,24732.0,24736.95,24727.15,24729.55,0
2025-05-29 12:20:00+05:30,24729.3,24742.4,24729.3,24738.6,0
2025-05-29 12:25:00+05:30,24737.4,24757.7,24736.65,24750.2,0
2025-05-29 12:30:00+05:30,24749.9,24755.4,24740.5,24742.4,0
2025-05-29 12:35:00+05:30,24741.65,24749.6,24686.55,24686.55,0
2025-05-29 12:40:00+05:30,24683.15,24703.05,24677.3,24700.55,0
2025-05-29 12:45:00+05:30,24700.25,24722.75,24697.2,24715.15,0
2025-05-29 12:50:00+05:30,24714.85,24725.9,24713.8,24722.65,0
2025-05-29 12:55:00+05:30,24723.15,24772.3,24722.5,24768.6,0
2025-05-29 13:00:00+05:30,24769.75,24772.9,24748.75,24759.6,0
2025-05-29 13:05:00+05:30,24760.05,24765.2,24741.3,24757.9,0
2025-05-29 13:10:00+05:30,24758.85,24762.3,24741.7,24760.75,0
2025-05-29 13:15:00+05:30,24760.35,24761.85,24742.8,24747.0,0
2025-05-29 13:20:00+05:30,24747.15,24757.3,24744.0,24755.25,0
2025-05-29 13:25:00+05:30,24754.7,24765.9,24745.35,24758.2,0
2025-05-29 13:30:00+05:30,24758.25,24773.7,24754.6,24758.45,0
2025-05-29 13:35:00+05:30,24758.45,24762.85,24748.45,24753.85,0
2025-05-29 13:40:00+05:30,24753.65,24756.95,24750.95,24754.75,0
2025-05-29 13:45:00+05:30,24754.1,24758.0,24743.45,24744.9,0
2025-05-29 13:50:00+05:30,24744.3,24760.45,24744.0,24754.65,0
2025-05-29 13:55:00+05:30,24753.65,24758.35,24739.85,24745.7,0
2025-05-29 14:00:00+05:30,24745.55,24749.3,24728.55,24728.55,0
2025-05-29 14:05:00+05:30,24728.8,24735.55,24723.65,24726.3,0
2025-05-29 14:10:00+05:30,24725.95,24736.65,24717.8,24725.6,0
2025-05-29 14:15:00+05:30,24725.6,24736.05,24718.05,24730.8,0
2025-05-29 14:20:00+05:30,24730.3,24746.2,24730.2,24742.65,0
2025-05-29 14:25:00+05:30,24743.1,24760.75,24740.8,24746.85,0
2025-05-29 14:30:00+05:30,24746.85,24767.6,24743.85,24751.1,0
2025-05-29 14:35:00+05:30,24753.45,24766.8,24752.1,24755.95,0
2025-05-29 14:40:00+05:30,24754.7,24759.8,24748.85,24756.3,0
2025-05-29 14:45:00+05:30,24755.95,24759.5,24738.35,24744.35,0
2025-05-29 14:50:00+05:30,24743.4,24750.65,24742.2,24750.0,0
2025-05-29 14:55:00+05:30,24750.05,24760.85,24747.25,24757.35,0
2025-05-29 15:00:00+05:30,24758.6,24812.55,24758.1,24797.75,0
2025-05-29 15:05:00+05:30,24797.75,24834.45,24797.75,24821.1,0
2025-05-29 15:10:00+05:30,24822.25,24853.75,24821.15,24850.75,0
2025-05-29 15:15:00+05:30,24850.75,24857.1,24838.9,24853.7,0
2025-05-29 15:20:00+05:30,24854.1,24857.9,24837.1,24857.55,0
2025-05-29 15:25:00+05:30,24855.8,24892.6,24854.9,24880.85,0
2025-05-30 09:15:00+05:30,24812.6,24847.8,24780.0,24806.0,0
2025-05-30 09:20:00+05:30,24805.55,24860.95,24803.7,24857.85,0
2025-05-30 09:25:00+05:30,24857.9,24862.9,24838.3,24848.0,0
2025-05-30 09:30:00+05:30,24848.05,24863.95,24824.9,24826.75,0
2025-05-30 09:35:00+05:30,24826.6,24831.05,24805.6,24813.5,0
2025-05-30 09:40:00+05:30,24813.6,24821.8,24799.85,24819.1,0
2025-05-30 09:45:00+05:30,24819.0,24833.55,24788.3,24801.3,0
2025-05-30 09:50:00+05:30,24801.35,24821.45,24799.7,24807.35,0
2025-05-30 09:55:00+05:30,24807.2,24813.6,24801.1,24807.55,0
2025-05-30 10:00:00+05:30,24806.85,24808.5,24784.0,24802.0,0
2025-05-30 10:05:00+05:30,24802.45,24808.8,24784.35,24796.85,0
2025-05-30 10:10:00+05:30,24796.4,24804.45,24790.75,24794.75,0
2025-05-30 10:15:00+05:30,24795.8,24795.8,24763.75,24767.3,0
2025-05-30 10:20:00+05:30,24766.45,24766.55,24750.1,24751.15,0
2025-05-30 10:25:00+05:30,24751.05,24769.15,24746.2,24761.9,0
2025-05-30 10:30:00+05:30,24761.8,24761.9,24741.5,24744.5,0
2025-05-30 10:35:00+05:30,24744.4,24745.4,24721.8,24741.1,0
2025-05-30 10:40:00+05:30,24741.2,24746.05,24731.1,24737.6,0
2025-05-30 10:45:00+05:30,24738.35,24738.55,24717.4,24728.25,0
2025-05-30 10:50:00+05:30,24728.7,24751.9,24725.5,24748.85,0
2025-05-30 10:55:00+05:30,24748.65,24756.45,24747.7,24751.25,0
2025-05-30 11:00:00+05:30,24752.3,24768.0,24751.0,24759.0,0
2025-05-30 11:05:00+05:30,24759.75,24772.3,24757.1,24757.3,0
2025-05-30 11:10:00+05:30,24759.15,24764.75,24746.6,24754.3,0
2025-05-30 11:15:00+05:30,24755.7,24769.45,24753.2,24764.45,0
2025-05-30 11:20:00+05:30,24765.7,24773.75,24761.45,24771.55,0
2025-05-30 11:25:00+05:30,24772.6,24783.15,24767.4,24774.15,0
2025-05-30 11:30:00+05:30,24774.8,24787.95,24773.0,24773.0,0
2025-05-30 11:35:00+05:30,24773.65,24774.05,24761.8,24761.8,0
2025-05-30 11:40:00+05:30,24762.6,24762.85,24745.0,24745.4,0
2025-05-30 11:45:00+05:30,24746.4,24754.6,24737.75,24752.6,0
2025-05-30 11:50:00+05:30,24753.6,24768.05,24752.05,24766.9,0
2025-05-30 11:55:00+05:30,24767.7,24768.4,24750.85,24755.1,0
2025-05-30 12:00:00+05:30,24755.8,24756.35,24728.7,24732.15,0
2025-05-30 12:05:00+05:30,24733.8,24747.6,24733.8,24744.15,0
2025-05-30 12:10:00+05:30,24745.3,24746.4,24738.8,24741.8,0
2025-05-30 12:15:00+05:30,24743.1,24750.75,24729.35,24746.5,0
2025-05-30 12:20:00+05:30,24747.25,24756.8,24745.6,24751.2,0
2025-05-30 12:25:00+05:30,24752.1,24755.4,24748.75,24749.85,0
2025-05-30 12:30:00+05:30,24750.5,24751.45,24735.95,24741.3,0
2025-05-30 12:35:00+05:30,24742.25,24747.75,24734.9,24734.9,0
2025-05-30 12:40:00+05:30,24735.6,24739.95,24732.2,24737.15,0
2025-05-30 12:45:00+05:30,24737.05,24747.4,24737.05,24743.35,0
2025-05-30 12:50:00+05:30,24743.7,24757.2,24743.4,24754.4,0
2025-05-30 12:55:00+05:30,24754.65,24761.35,24752.85,24755.3,0
2025-05-30 13:00:00+05:30,24756.05,24767.5,24753.25,24765.35,0
2025-05-30 13:05:00+05:30,24765.75,24768.9,24751.85,24759.4,0
2025-05-30 13:10:00+05:30,24759.55,24764.55,24754.75,24758.6,0
2025-05-30 13:15:00+05:30,24758.55,24766.65,24758.55,24759.4,0
2025-05-30 13:20:00+05:30,24759.15,24761.4,24751.85,24752.55,0
2025-05-30 13:25:00+05:30,24753.3,24776.7,24750.75,24769.7,0
2025-05-30 13:30:00+05:30,24770.15,24782.45,24769.4,24773.6,0
2025-05-30 13:35:00+05:30,24773.95,24783.2,24769.55,24775.7,0
2025-05-30 13:40:00+05:30,24776.0,24781.65,24770.7,24771.65,0
2025-05-30 13:45:00+05:30,24771.55,24775.45,24762.65,24762.65,0
2025-05-30 13:50:00+05:30,24762.85,24776.95,24762.4,24775.15,0
2025-05-30 13:55:00+05:30,24775.4,24801.7,24773.4,24788.95,0
2025-05-30 14:00:00+05:30,24788.75,24796.25,24780.85,24781.3,0
2025-05-30 14:05:00+05:30,24781.25,24784.35,24766.45,24766.8,0
2025-05-30 14:10:00+05:30,24767.05,24770.35,24753.6,24753.6,0
2025-05-30 14:15:00+05:30,24753.75,24766.45,24751.1,24765.4,0
2025-05-30 14:20:00+05:30,24765.65,24773.05,24764.5,24771.0,0
2025-05-30 14:25:00+05:30,24771.35,24776.3,24767.4,24770.4,0
2025-05-30 14:30:00+05:30,24770.65,24786.8,24769.9,24780.2,0
2025-05-30 14:35:00+05:30,24780.0,24784.3,24769.1,24771.05,0
2025-05-30 14:40:00+05:30,24771.85,24775.85,24766.75,24769.45,0
2025-05-30 14:45:00+05:30,24770.1,24770.35,24758.3,24765.35,0
2025-05-30 14:50:00+05:30,24765.5,24778.55,24761.4,24771.7,0
2025-05-30 14:55:00+05:30,24773.3,24777.9,24757.7,24764.4,0
2025-05-30 15:00:00+05:30,24766.65,24784.1,24729.8,24739.5,0
2025-05-30 15:05:00+05:30,24739.0,24760.55,24736.6,24759.55,0
2025-05-30 15:10:00+05:30,24760.2,24761.45,24748.55,24751.65,0
2025-05-30 15:15:00+05:30,24751.65,24757.15,24745.75,24746.65,0
2025-05-30 15:20:00+05:30,24746.95,24751.05,24740.6,24741.75,0
2025-05-30 15:25:00+05:30,24741.4,24749.3,24731.1,24736.65,0
